lead_id,nome_ficticio,municipio,canal_captacao,curso_interesse,faixa_etaria,turno_preferencia,dia_semana_contato,dias_sem_contato,n_tentativas,respondeu_contato,renda_estimada,converteu
1358,João Felipe Rezende,Barros do Norte,Google Ads,Inglês Básico,,Noite,Sexta-feira,5,2,1,1303.9,0
1359,Sophie Almeida,Gomes Grande,Facebook Ads,Espanhol,25-34,Tarde,Terça-feira,6,1,1,3066.31,0
1360,Alexia Melo,Cunha de Minas,Instagram,Inglês Intermediário,35-44,Manhã,Sábado,8,0,0,3039.83,0
1361,Erick Peixoto,Moreira Alegre,Facebook Ads,Francês,18-24,Manhã,Terça-feira,7,1,1,1457.89,0
1362,Henry Gabriel da Cunha,Almeida,Instagram,Francês,18-24,,Terça-feira,7,0,0,3362.19,0
1363,Lorena Silva,Vieira,Facebook Ads,Inglês Básico,25-34,Noite,Sábado,9,1,0,1122.83,0
1364,Dra. Kamilly Lima,da Costa da Mata,Indicação,Inglês Teens,25-34,Noite,Terça-feira,3,1,1,,1
1365,Marcela Marques,Montenegro do Campo,Google Ads,Inglês Adulto,25-34,Tarde,Quarta-feira,6,2,0,,0
1366,Henrique Martins,Freitas,Google Ads,Inglês Adulto,18-24,Noite,Quarta-feira,5,2,0,3691.79,1
1367,Vicente Pinto,Pires do Galho,Instagram,Inglês Básico,25-34,Noite,Sábado,9,2,1,2791.77,1
1368,Bella Abreu,Campos do Norte,Indicação,Inglês Básico,25-34,Tarde,Quarta-feira,8,3,0,3339.17,1
1369,Maria Fernanda Novais,Machado,Instagram,Inglês Básico,18-24,Noite,Sexta-feira,6,4,0,2273.97,0
1370,Larissa da Rosa,Oliveira do Sul,Instagram,Inglês Adulto,35-44,,Sexta-feira,5,2,1,3520.88,0
1371,Bianca Mendes,Fernandes de da Costa,Indicação,Francês,35-44,Tarde,Quinta-feira,12,1,0,,1
1372,Lucca da Mota,Ferreira,Evento Presencial,Inglês Adulto,18-24,Noite,Domingo,7,1,0,2133.2,0
1373,Lunna da Mota,da Paz Verde,Google Ads,Inglês Teens,25-34,Tarde,Sexta-feira,7,2,0,4055.19,0
1374,Kaique Correia,Silva,Tráfego Orgânico,Francês,45-54,,Quarta-feira,5,0,0,4041.28,1
1375,Valentim Teixeira,Moreira de Goiás,Evento Presencial,Inglês Adulto,35-44,Tarde,Domingo,6,2,1,3194.23,1
1376,Benjamin Peixoto,Duarte,Indicação,Inglês Básico,25-34,Tarde,Quinta-feira,5,2,1,13254.52,1
1377,Luiza Rodrigues,Vasconcelos,Facebook Ads,Espanhol,25-34,Tarde,Segunda-feira,6,4,1,3239.36,0
1378,Apollo Rezende,Marques do Campo,Tráfego Orgânico,Inglês Intermediário,25-34,Tarde,Terça-feira,6,4,0,3001.72,0
1379,Laís da Luz,Silva,Facebook Ads,Inglês Básico,45-54,Tarde,Quinta-feira,7,0,0,2774.43,0
1380,Maria Luiza Gomes,Jesus de Minas,Google Ads,Inglês Adulto,45-54,Noite,Segunda-feira,5,4,0,2051.86,0
1381,Srta. Esther Fernandes,Araújo,Google Ads,Espanhol,45-54,,Quinta-feira,5,2,1,,0
1382,Dra. Hellena Rodrigues,Cardoso do Amparo,Indicação,Inglês Básico,25-34,Tarde,Quarta-feira,6,2,1,2399.66,0
1383,Olívia Rios,Machado,Google Ads,Inglês Intermediário,25-34,Noite,Quinta-feira,10,4,0,2560.98,0
1384,Dr. Enzo Gabriel Ribeiro,Freitas,Evento Presencial,Inglês Básico,18-24,Manhã,Segunda-feira,3,4,1,2603.17,0
1385,Emilly da Rocha,Pastor da Prata,Evento Presencial,Inglês Básico,25-34,Noite,Sábado,4,1,1,2036.12,0
1386,Ravy Cardoso,da Luz Verde,Indicação,Inglês Básico,,,Quarta-feira,6,0,0,1335.98,0
1387,Sra. Emilly Rodrigues,Porto de Lima,Facebook Ads,Inglês Teens,35-44,Tarde,Segunda-feira,9,1,1,2713.25,0
1388,Sr. Henry Fogaça,Sales de Mendonça,Instagram,Espanhol,18-24,Noite,Quarta-feira,7,0,0,5658.15,0
1389,Leandro Leão,Castro Grande,Evento Presencial,Inglês Básico,45-54,,Quarta-feira,10,1,0,3900.49,0
1390,Dr. José Pedro Pacheco,Mendonça,Indicação,Inglês Básico,18-24,Noite,Quinta-feira,6,5,0,8257.15,0
1391,Ravi Campos,Cardoso de Santos,Evento Presencial,Inglês Básico,18-24,Tarde,Quinta-feira,10,0,0,5289.84,0
1392,Ana Júlia Porto,Sales,Tráfego Orgânico,Inglês Básico,45-54,Tarde,Segunda-feira,6,0,1,4668.99,0
1393,Ana Sophia Melo,Marques,Indicação,Inglês Adulto,35-44,Noite,Sábado,16,4,0,9857.38,0
1394,Theodoro Campos,Andrade de Souza,Indicação,Inglês Adulto,,Noite,Quarta-feira,7,3,1,3317.9,0
1395,Maria Helena Moura,Novais,Tráfego Orgânico,Inglês Adulto,35-44,Noite,Segunda-feira,1,3,1,3623.55,0
1396,Noah Aragão,Campos das Pedras,Instagram,Inglês Intermediário,25-34,Noite,Sexta-feira,14,1,0,3478.0,0
1397,Davi Miguel Costa,Campos,Google Ads,Inglês Adulto,18-24,Noite,Quinta-feira,3,5,0,8181.26,0
1398,Dr. Raul Casa Grande,Oliveira da Mata,Evento Presencial,Inglês Básico,25-34,Manhã,Quinta-feira,10,4,0,3504.85,0
1399,Sr. Bruno Mendonça,Moreira,Google Ads,Inglês Básico,25-34,Noite,Quarta-feira,4,1,1,2450.3,1
1400,Sr. Levi Porto,Campos,Instagram,Espanhol,35-44,Manhã,Quarta-feira,6,1,1,4835.5,0
1401,André Machado,das Neves da Praia,Google Ads,Inglês Teens,,,Quinta-feira,7,3,1,2234.06,0
1402,Gustavo Henrique Teixeira,da Rocha do Amparo,Indicação,Espanhol,35-44,Noite,Segunda-feira,10,2,0,4693.47,1
1403,Emanuel Mendonça,Vieira,Evento Presencial,Espanhol,35-44,Tarde,Terça-feira,12,0,0,4394.6,0
1404,Davi Lucca Pimenta,Casa Grande,Instagram,Inglês Adulto,18-24,Tarde,Domingo,6,0,0,3153.75,0
1405,Mariane Guerra,Aragão da Mata,Instagram,Espanhol,18-24,Noite,Quinta-feira,11,3,0,4777.7,0
1406,Pietra Gomes,Cunha da Serra,Instagram,Inglês Intermediário,25-34,Noite,Quarta-feira,10,3,0,1544.16,0
1407,Arthur Miguel Nascimento,Abreu de Campos,Evento Presencial,Inglês Básico,35-44,Tarde,Terça-feira,8,2,1,3828.19,1
1408,Marcelo Albuquerque,Azevedo do Norte,Indicação,Inglês Básico,35-44,Noite,Sexta-feira,7,0,0,2713.51,1
1409,Sr. Antony Rocha,Mendes Verde,Tráfego Orgânico,Inglês Básico,35-44,Tarde,Terça-feira,8,1,1,16894.83,1
1410,Josué Câmara,Nunes dos Dourados,Facebook Ads,Inglês Básico,25-34,Noite,Segunda-feira,6,2,0,3813.19,0
1411,Sra. Luana Cardoso,Viana das Flores,Tráfego Orgânico,Inglês Intermediário,25-34,Manhã,Segunda-feira,10,1,0,,0
1412,Matheus Montenegro,Silveira de Pereira,Evento Presencial,Inglês Teens,,Tarde,Sexta-feira,11,1,0,1640.0,0
1413,Lorena Cavalcante,Teixeira,Tráfego Orgânico,Inglês Teens,25-34,Tarde,Quinta-feira,6,2,0,,0
1414,Augusto da Rosa,Montenegro,Evento Presencial,Inglês Adulto,35-44,Manhã,Segunda-feira,9,2,0,2887.08,0
1415,Rafael Siqueira,Teixeira de Machado,Indicação,Inglês Básico,18-24,Tarde,Segunda-feira,6,0,0,2264.87,1
1416,Valentina Fernandes,Cassiano de Siqueira,Tráfego Orgânico,Inglês Teens,25-34,Manhã,Quinta-feira,8,2,1,4211.12,0
1417,Catarina Fernandes,Borges das Pedras,Google Ads,Inglês Intermediário,25-34,,Quinta-feira,9,2,0,5003.35,0
1418,Maria Alice Sá,da Conceição das Flores,Google Ads,Inglês Básico,25-34,Manhã,Sexta-feira,8,1,0,4960.16,0
1419,Enzo Guerra,Nogueira do Norte,Tráfego Orgânico,Inglês Básico,35-44,Manhã,Terça-feira,10,3,0,3538.23,0
1420,Ian Câmara,Sousa de da Mota,Evento Presencial,Inglês Intermediário,25-34,Noite,Sexta-feira,5,2,1,,1
1421,Srta. Hadassa Siqueira,Cavalcante,Facebook Ads,Inglês Básico,,Noite,Domingo,9,4,0,3976.43,0
1422,Thiago Cavalcante,Oliveira,Google Ads,Inglês Teens,45-54,Noite,Quinta-feira,3,1,0,4211.34,0
1423,Luiz Otávio Silva,Novais do Campo,Google Ads,Inglês Teens,45-54,Tarde,Terça-feira,8,3,0,4421.37,0
1424,Ana Carolina Garcia,Correia,Instagram,Inglês Adulto,,Manhã,Quinta-feira,10,0,0,6389.86,0
1425,Jade Vargas,Nunes,Instagram,Inglês Básico,35-44,Noite,Quarta-feira,2,2,1,3610.3,0
1426,Ana Julia Peixoto,Sá,Instagram,Inglês Teens,35-44,Noite,Segunda-feira,5,0,0,2233.39,0
1427,Cauê Rezende,Montenegro de Almeida,Indicação,Inglês Adulto,25-34,Manhã,Terça-feira,3,1,0,3232.97,1
1428,Benicio Sales,Ribeiro,Indicação,Inglês Básico,25-34,Noite,Sábado,7,1,1,5298.07,1
1429,Oliver Macedo,Almeida,Tráfego Orgânico,Inglês Adulto,35-44,Noite,Quarta-feira,7,2,0,1310.19,0
1430,Camila Novaes,Viana do Oeste,Google Ads,Inglês Intermediário,18-24,Noite,Sábado,5,4,1,1314.36,1
1431,Renan Sampaio,Santos,Evento Presencial,Inglês Intermediário,18-24,Tarde,Quarta-feira,7,3,0,5799.75,0
1432,Gustavo Sales,Barros de Nascimento,Facebook Ads,Inglês Básico,45-54,Noite,Quinta-feira,9,2,1,8075.47,1
1433,Alexia da Rosa,Guerra Verde,Indicação,Inglês Adulto,18-24,Tarde,Segunda-feira,3,1,0,1745.26,0
1434,Beatriz Ribeiro,Mendonça,Instagram,Inglês Básico,,Noite,Quinta-feira,7,3,0,3698.83,0
1435,Júlia Pinto,Fernandes,Instagram,Inglês Básico,35-44,Tarde,Segunda-feira,11,0,0,2809.52,0
1436,Cecilia Leão,Cirino das Pedras,Evento Presencial,Inglês Básico,18-24,Manhã,Quarta-feira,9,1,1,3032.25,0
1437,Thomas Silveira,Moura,Instagram,Francês,45-54,Manhã,Terça-feira,7,3,0,4140.45,0
1438,Bárbara da Paz,Garcia Paulista,Google Ads,Inglês Básico,18-24,Noite,Quarta-feira,3,3,1,1718.9,1
1439,Cauê Monteiro,Camargo,Evento Presencial,Inglês Intermediário,45-54,Noite,Quinta-feira,9,1,1,1903.69,0
1440,Guilherme Vasconcelos,Nogueira,Evento Presencial,Inglês Intermediário,35-44,Noite,Segunda-feira,7,5,0,2965.59,0
1441,Vicente Costa,da Paz,Instagram,Espanhol,25-34,Noite,Terça-feira,4,5,0,3231.05,0
1442,Dr. Juan Castro,Cirino,Indicação,Inglês Adulto,,Noite,Domingo,9,4,0,1884.17,0
1443,Yan Monteiro,Vargas de Minas,Instagram,Espanhol,25-34,Noite,Segunda-feira,3,4,1,5403.62,0
1444,Rodrigo Farias,das Neves,Indicação,Inglês Básico,25-34,Tarde,Terça-feira,12,2,1,2781.82,0
1445,Alexandre Albuquerque,Rocha da Serra,Instagram,Inglês Básico,25-34,Noite,Terça-feira,6,3,0,2775.31,0
1446,Aurora Camargo,Pimenta,Google Ads,Inglês Adulto,55+,Manhã,Quarta-feira,4,4,0,4088.69,0
1447,Sabrina Cassiano,Cirino do Sul,Evento Presencial,Inglês Intermediário,25-34,Manhã,Sexta-feira,7,3,1,3260.44,0
1448,Thomas Barbosa,da Rosa,Google Ads,Inglês Teens,45-54,Tarde,Terça-feira,4,3,0,5547.65,0
1449,Dra. Beatriz da Cunha,Brito Alegre,Facebook Ads,Espanhol,18-24,Manhã,Quarta-feira,6,0,0,2094.64,0
1450,Isabel Marques,Jesus,Instagram,Inglês Intermediário,55+,Noite,Quinta-feira,9,1,0,1622.88,0
1451,João Martins,da Luz das Flores,Tráfego Orgânico,Francês,25-34,Noite,Terça-feira,10,3,0,,0
1452,Carlos Eduardo Cavalcanti,Aragão,Facebook Ads,Inglês Adulto,25-34,Tarde,Domingo,10,3,1,,0
1453,João Vitor Fonseca,da Costa,Tráfego Orgânico,Inglês Básico,35-44,,Domingo,6,2,1,1768.88,1
1454,Luara Lima,Monteiro,Evento Presencial,Inglês Intermediário,18-24,,Segunda-feira,6,1,0,1631.5,0
1455,Srta. Aylla Teixeira,Camargo Paulista,Instagram,Inglês Básico,45-54,Manhã,Quarta-feira,4,2,0,3869.12,0
1456,Anthony Carvalho,Dias,Indicação,Inglês Teens,25-34,Tarde,Terça-feira,9,1,1,2307.08,0
1457,Eloá Farias,Novaes de Jesus,Instagram,Inglês Básico,,Manhã,Terça-feira,9,4,0,1574.41,0
1458,Dr. João Felipe Siqueira,Mendes,Google Ads,Inglês Intermediário,25-34,Tarde,Quarta-feira,12,4,0,5951.84,0
1459,Marcelo Fernandes,Jesus,Evento Presencial,Inglês Adulto,35-44,Manhã,Quinta-feira,6,1,0,2472.61,1
1460,Danilo Guerra,Almeida,Instagram,Inglês Básico,18-24,Manhã,Quarta-feira,5,0,0,6587.4,0
1461,Mirella da Mata,Novaes Verde,Tráfego Orgânico,Inglês Básico,18-24,,Terça-feira,8,3,1,3555.24,0
1462,Pietra Leão,da Cruz,Google Ads,Inglês Adulto,,Noite,Terça-feira,10,0,0,4115.99,0
1463,Eloah Camargo,da Rosa,Instagram,Inglês Básico,25-34,Manhã,Domingo,7,3,0,3115.65,1
1464,Bento Castro,Machado de Minas,Instagram,Inglês Intermediário,18-24,Tarde,Sábado,7,1,1,,0
1465,Oliver Pastor,Viana,Facebook Ads,Inglês Intermediário,45-54,Tarde,Segunda-feira,5,1,0,1872.98,0
1466,Maysa Cirino,Freitas,Facebook Ads,Inglês Básico,25-34,Tarde,Quinta-feira,5,4,1,3266.19,0
1467,Maria Helena Vasconcelos,Viana,Google Ads,Inglês Básico,35-44,Tarde,Quarta-feira,2,2,0,4277.48,0
1468,Sr. Davi Lucca Mendes,Nascimento,Instagram,Inglês Teens,25-34,Manhã,Sexta-feira,5,2,0,1307.93,0
1469,Brenda Jesus,Novais dos Dourados,Facebook Ads,Francês,25-34,Noite,Quinta-feira,14,2,0,3398.32,0
1470,Ana Clara Azevedo,Abreu,Instagram,Inglês Básico,25-34,Noite,Sábado,3,1,0,1888.0,0
1471,Levi Albuquerque,Pinto de da Rocha,Evento Presencial,Francês,25-34,Noite,Segunda-feira,9,2,0,3982.08,0
1472,Dra. Valentina Vargas,Abreu,Instagram,Inglês Adulto,25-34,Noite,Quarta-feira,10,1,0,3462.85,0
1473,Dra. Heloisa Rios,Mendes,Indicação,Inglês Adulto,25-34,Tarde,Domingo,4,1,1,5268.2,0
1474,Sr. Pedro Ribeiro,Peixoto Paulista,Google Ads,Inglês Teens,25-34,,Terça-feira,5,1,1,6293.49,0
1475,Srta. Rafaela Ferreira,Ferreira do Oeste,Google Ads,Inglês Teens,55+,Manhã,Segunda-feira,5,3,0,4505.09,0
1476,Maria Isis Cassiano,Aparecida da Serra,Google Ads,Inglês Teens,25-34,Tarde,Sexta-feira,9,0,0,5618.02,0
1477,Ana Júlia Albuquerque,da Rosa,Google Ads,Inglês Intermediário,,Manhã,Sexta-feira,5,2,0,2886.59,1
1478,Eduarda Montenegro,Gonçalves,Evento Presencial,Inglês Adulto,18-24,Tarde,Quinta-feira,8,3,0,16534.97,0
1479,Sabrina Cavalcante,Carvalho,Google Ads,Inglês Intermediário,25-34,Noite,Sexta-feira,6,3,0,1790.35,0
1480,Samuel Duarte,Lopes do Oeste,Google Ads,Inglês Básico,35-44,Manhã,Sexta-feira,7,1,1,2618.23,0
1481,Lucas da Mota,Rodrigues Alegre,Google Ads,Inglês Adulto,18-24,Manhã,Segunda-feira,5,2,1,5746.04,0
1482,Thiago Câmara,Sá dos Dourados,Indicação,Inglês Básico,35-44,Noite,Quinta-feira,9,2,0,,0
1483,Maria Flor Guerra,da Cruz Alegre,Google Ads,Inglês Básico,,Tarde,Sexta-feira,3,3,1,4576.01,0
1484,Bruno Marques,Costela dos Dourados,Instagram,Inglês Básico,18-24,Noite,Sábado,3,2,1,5074.3,0
1485,Melissa Borges,Almeida Grande,Facebook Ads,Inglês Básico,55+,Noite,Terça-feira,10,4,0,1112.72,0
1486,Melissa Dias,Pereira,Indicação,Inglês Adulto,25-34,Noite,Segunda-feira,5,3,1,8388.63,1
1487,Theo Souza,Abreu de Albuquerque,Evento Presencial,Inglês Adulto,35-44,Tarde,Sexta-feira,1,2,0,3128.72,0
1488,Allana Caldeira,Jesus,Google Ads,Inglês Intermediário,25-34,Tarde,Terça-feira,2,3,0,6944.88,0
1489,Maria Sophia Andrade,Teixeira de Gonçalves,Tráfego Orgânico,Inglês Básico,55+,Noite,Segunda-feira,7,3,1,1143.76,1
1490,Agatha Borges,Viana,Google Ads,Inglês Intermediário,25-34,Noite,Sexta-feira,10,2,1,4030.44,0
1491,Liz Moraes,Nascimento,Indicação,Inglês Intermediário,25-34,Noite,Quarta-feira,7,4,0,2567.25,1
1492,Gabrielly Rezende,Rios,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Terça-feira,7,5,0,,0
1493,Mirella Fernandes,Rocha de Campos,Facebook Ads,Inglês Adulto,25-34,Manhã,Segunda-feira,4,2,1,4166.81,0
1494,Sr. Henry Gabriel Marques,Garcia da Praia,Tráfego Orgânico,Inglês Intermediário,25-34,Manhã,Segunda-feira,6,1,0,4280.58,1
1495,Dr. Luiz Otávio Silva,Cavalcanti do Sul,Google Ads,Inglês Intermediário,55+,Manhã,Sexta-feira,9,1,1,1954.91,0
1496,Bruna Brito,Martins,Facebook Ads,Francês,35-44,Manhã,Quarta-feira,8,4,1,3392.03,0
1497,Hellena Abreu,Correia dos Dourados,Tráfego Orgânico,Inglês Teens,35-44,Noite,Segunda-feira,4,3,0,3169.81,0
1498,Dr. João Vitor Novaes,Câmara,Facebook Ads,Inglês Intermediário,35-44,Manhã,Quarta-feira,11,0,0,4595.99,0
1499,Maria Fernanda Sampaio,Teixeira,Instagram,Inglês Intermediário,,Noite,Segunda-feira,9,2,1,6030.78,0
1500,Augusto Cavalcante,Rodrigues da Praia,Facebook Ads,Inglês Básico,45-54,Noite,Segunda-feira,3,1,1,3801.99,0
1501,Cecilia Silva,Borges,Facebook Ads,Espanhol,,Tarde,Terça-feira,12,1,0,1734.76,0
1502,Dra. Maria Luísa Caldeira,Silva de Goiás,Evento Presencial,Inglês Intermediário,25-34,Tarde,Quinta-feira,0,2,0,3713.34,0
1503,Gael Henrique Correia,Monteiro,Instagram,Inglês Básico,18-24,Noite,Terça-feira,6,1,0,14714.82,0
1504,Matteo Cunha,Andrade Paulista,Google Ads,Francês,35-44,Tarde,Quarta-feira,4,3,1,8654.38,0
1505,Esther Silva,Santos de Santos,Tráfego Orgânico,Inglês Teens,45-54,Tarde,Quarta-feira,4,0,1,681.71,0
1506,Sr. Oliver Aparecida,Abreu,Google Ads,Inglês Básico,25-34,Noite,Quarta-feira,8,2,1,3624.08,0
1507,Camila Vargas,Porto,Facebook Ads,Inglês Básico,18-24,Noite,Segunda-feira,12,4,0,5844.08,0
1508,Natália Ribeiro,Camargo Paulista,Google Ads,Inglês Básico,25-34,Noite,Segunda-feira,4,2,0,3166.04,0
1509,Sofia Carvalho,Cavalcante de Novaes,Instagram,Inglês Adulto,25-34,Noite,Segunda-feira,5,2,0,2717.5,0
1510,Alana Moura,Ribeiro,Facebook Ads,Inglês Básico,,Tarde,Quarta-feira,6,2,1,3022.04,0
1511,Srta. Marina Pacheco,Azevedo,Indicação,Espanhol,18-24,Noite,Sexta-feira,8,1,0,4742.04,0
1512,Sophia Vasconcelos,Souza,Instagram,Espanhol,,Noite,Segunda-feira,11,0,1,1860.98,0
1513,Erick Siqueira,Cardoso,Facebook Ads,Inglês Adulto,35-44,Noite,Sexta-feira,6,0,0,6729.78,0
1514,Cauã Gomes,Nunes de Goiás,Facebook Ads,Inglês Adulto,55+,Noite,Sexta-feira,5,4,0,3393.86,0
1515,Luna Montenegro,Correia do Sul,Tráfego Orgânico,Inglês Básico,18-24,,Segunda-feira,6,1,1,2092.79,0
1516,Mariah Pereira,Rodrigues da Prata,Instagram,Inglês Básico,45-54,,Segunda-feira,5,4,0,6495.8,0
1517,Srta. Kamilly Gonçalves,Abreu de Lima,Indicação,Inglês Teens,,Tarde,Terça-feira,5,1,0,1496.22,1
1518,Dr. Rael Carvalho,Duarte,Evento Presencial,Inglês Básico,35-44,Noite,Segunda-feira,5,1,1,2578.99,0
1519,Noah Pereira,Jesus Paulista,Instagram,Inglês Básico,18-24,Tarde,Quinta-feira,8,1,1,2555.74,0
1520,Dra. Sophie da Rosa,Rodrigues,Instagram,Inglês Intermediário,,,Segunda-feira,9,3,1,,0
1521,Dra. Luara Silva,Monteiro de Fonseca,Instagram,Inglês Básico,,Noite,Sexta-feira,6,1,1,2401.28,0
1522,Dra. Helena Costa,Silveira,Google Ads,Inglês Intermediário,25-34,Noite,Quarta-feira,10,0,1,1069.86,0
1523,João Vitor Rodrigues,Aragão,Tráfego Orgânico,Inglês Teens,,Tarde,Sexta-feira,8,2,0,2541.53,0
1524,Sr. Felipe Montenegro,Leão da Prata,Tráfego Orgânico,Inglês Teens,35-44,Tarde,Sexta-feira,9,1,0,4496.57,1
1525,Luna Santos,Dias de Abreu,Facebook Ads,Inglês Adulto,35-44,Tarde,Quarta-feira,11,3,1,5387.11,0
1526,Luiz Gustavo Novais,Correia Alegre,Instagram,Inglês Teens,18-24,Manhã,Sábado,8,5,0,12241.84,0
1527,Maria Vitória Rocha,Oliveira,Instagram,Inglês Intermediário,25-34,Tarde,Domingo,5,7,1,7587.91,0
1528,Dra. Laura Lima,Sousa,Google Ads,Inglês Teens,25-34,Noite,Quarta-feira,6,0,0,3881.11,0
1529,Vicente Caldeira,Sales,Indicação,Inglês Adulto,45-54,Tarde,Segunda-feira,5,1,0,2143.6,0
1530,Mateus Casa Grande,Barbosa de Goiás,Instagram,Inglês Básico,55+,Noite,Quarta-feira,11,1,0,8550.4,0
1531,Benjamin Costa,Cavalcante,Instagram,Espanhol,25-34,Manhã,Terça-feira,7,1,1,2857.8,0
1532,Enrico da Paz,das Neves de Minas,Indicação,Inglês Básico,18-24,Noite,Quinta-feira,13,3,0,2437.02,0
1533,Isis Casa Grande,Alves,Google Ads,Inglês Básico,25-34,Noite,Quarta-feira,4,3,0,2782.56,0
1534,Juan Costela,Lopes de Alves,Facebook Ads,Inglês Básico,25-34,Noite,Quarta-feira,9,1,1,1757.7,0
1535,Ana Beatriz Fogaça,da Cunha de Goiás,Indicação,Inglês Intermediário,45-54,Noite,Sexta-feira,2,1,0,2710.14,0
1536,Bella Pimenta,Melo,Google Ads,Inglês Intermediário,25-34,Noite,Terça-feira,5,2,0,3078.84,0
1537,Heloisa Souza,Fernandes,Tráfego Orgânico,Inglês Adulto,18-24,Noite,Quinta-feira,3,3,1,5231.11,0
1538,Maria Julia da Costa,Farias,Facebook Ads,Espanhol,18-24,Noite,Terça-feira,6,4,1,2827.28,0
1539,Laura Sales,Barbosa,Tráfego Orgânico,Inglês Básico,,Manhã,Sexta-feira,9,2,0,,0
1540,Ana Julia Garcia,Teixeira de Brito,Google Ads,Inglês Adulto,45-54,Tarde,Quinta-feira,4,2,1,1448.73,0
1541,Maria Vitória Viana,Pacheco de Campos,Tráfego Orgânico,Inglês Intermediário,35-44,Noite,Segunda-feira,8,3,1,3927.59,0
1542,Luara Novaes,Araújo,Instagram,Inglês Teens,35-44,Tarde,Quinta-feira,8,3,0,3642.63,0
1543,Anthony Gabriel Souza,Garcia,Instagram,Inglês Básico,25-34,Tarde,Terça-feira,6,1,0,2580.26,0
1544,Guilherme Pinto,Sales de Minas,Instagram,Inglês Básico,45-54,Noite,Sexta-feira,4,2,1,2706.52,0
1545,Heloisa Porto,Araújo,Google Ads,Inglês Adulto,25-34,Tarde,Quinta-feira,10,4,0,4333.74,0
1546,Dra. Maria Eduarda Sá,Araújo de da Rosa,Instagram,Inglês Adulto,45-54,Noite,Quarta-feira,5,3,1,7519.98,0
1547,Ísis Sousa,Azevedo do Campo,Instagram,Inglês Teens,45-54,Noite,Sexta-feira,5,2,1,2278.88,0
1548,Fernanda Vasconcelos,Novais,Tráfego Orgânico,Inglês Adulto,25-34,Noite,Sábado,8,2,0,3675.39,0
1549,Srta. Laís Machado,da Rocha,Instagram,Inglês Teens,45-54,Noite,Sexta-feira,4,2,1,5928.74,0
1550,Breno Cirino,Guerra do Campo,Instagram,Inglês Intermediário,25-34,Noite,Quinta-feira,9,0,0,,0
1551,Théo Campos,da Conceição do Sul,Indicação,Inglês Básico,,Noite,Sexta-feira,9,1,1,3470.04,0
1552,Ana Cecília Lima,Gomes de Martins,Google Ads,Inglês Básico,18-24,Noite,Quarta-feira,7,2,0,,1
1553,João Cardoso,Pinto do Campo,Instagram,Inglês Básico,25-34,Manhã,Sexta-feira,9,4,1,1701.57,0
1554,José Miguel Abreu,Rezende do Sul,Instagram,Inglês Intermediário,25-34,Noite,Sexta-feira,4,1,0,3839.87,0
1555,Dr. Eduardo Aparecida,Moreira de Farias,Instagram,Inglês Intermediário,18-24,Noite,Segunda-feira,8,5,1,3561.25,0
1556,Lorenzo Peixoto,Caldeira,Tráfego Orgânico,Inglês Intermediário,18-24,Tarde,Terça-feira,10,3,1,4749.59,0
1557,Kevin Mendonça,Albuquerque,Evento Presencial,Inglês Adulto,25-34,,Terça-feira,7,2,0,1822.07,0
1558,Maria Alice Barbosa,Pastor,Google Ads,Inglês Intermediário,35-44,Noite,Segunda-feira,4,2,0,3519.25,0
1559,Sra. Valentina Câmara,Oliveira,Facebook Ads,Inglês Adulto,25-34,Tarde,Quarta-feira,7,2,1,,1
1560,Vicente Azevedo,Porto,Tráfego Orgânico,Inglês Adulto,25-34,,Terça-feira,8,2,1,10972.45,0
1561,Eduarda Leão,Fogaça das Pedras,Evento Presencial,Inglês Intermediário,55+,Tarde,Quinta-feira,8,1,0,7076.89,0
1562,Zoe Guerra,Silveira de Pinto,Facebook Ads,Inglês Intermediário,55+,Manhã,Segunda-feira,7,2,0,1831.94,0
1563,Luiz Fernando Câmara,Cirino de da Cruz,Tráfego Orgânico,Inglês Adulto,18-24,Noite,Terça-feira,6,2,1,4485.46,1
1564,Lucas Farias,Aparecida,Evento Presencial,Inglês Adulto,25-34,Tarde,Quinta-feira,6,0,0,2683.26,0
1565,Dr. Henrique Sá,Cardoso,Tráfego Orgânico,Inglês Intermediário,,,Quarta-feira,7,2,1,4091.49,1
1566,Vitória Melo,Pacheco das Pedras,Google Ads,Inglês Intermediário,35-44,,Quarta-feira,10,2,0,2288.84,0
1567,Alexia Camargo,das Neves Verde,Indicação,Inglês Adulto,25-34,Tarde,Sexta-feira,11,5,0,1363.91,0
1568,Manuella Machado,Casa Grande,Indicação,Inglês Adulto,35-44,Manhã,Domingo,4,0,1,2895.85,1
1569,Joaquim Aparecida,das Neves de Pereira,Google Ads,Inglês Básico,18-24,Noite,Quinta-feira,8,2,0,5207.99,0
1570,Luna Garcia,da Rocha da Praia,Google Ads,Inglês Intermediário,25-34,Noite,Segunda-feira,7,4,1,4100.72,0
1571,Matheus da Cunha,Moreira,Google Ads,Espanhol,35-44,Noite,Segunda-feira,9,4,0,4368.35,0
1572,Larissa Alves,Araújo,Google Ads,Inglês Básico,35-44,Tarde,Domingo,7,2,0,3942.27,0
1573,Maria Fernanda Moraes,Montenegro,Google Ads,Espanhol,45-54,Manhã,Quinta-feira,3,8,0,4372.14,0
1574,Melissa Mendonça,Lima,Tráfego Orgânico,Inglês Básico,18-24,Noite,Sexta-feira,8,2,0,4683.26,0
